id	description	37C_B1_G1	37C_B1_G2	37C_B1_S	37C_B2_G1	37C_B2_G2	37C_B2_S	37C_B3_G1	37C_B3_G2	37C_B3_S	47C_B1_G1	47C_B1_G2	47C_B1_S	47C_B2_G1	47C_B2_G2	47C_B2_S	47C_B3_G1	47C_B3_G2	47C_B3_S	50C_B1_G1	50C_B1_G2	50C_B1_S	50C_B2_G1	50C_B2_G2	50C_B2_S	50C_B3_G1	50C_B3_G2	50C_B3_S	52C_B1_G1	52C_B1_G2	52C_B1_S	52C_B2_G1	52C_B2_G2	52C_B2_S	52C_B3_G1	52C_B3_G2	52C_B3_S	54C_B1_G1	54C_B1_G2	54C_B1_S	54C_B2_G1	54C_B2_G2	54C_B2_S	54C_B3_G1	54C_B3_G2	54C_B3_S	57C_B1_G1	57C_B1_G2	57C_B1_S	57C_B2_G1	57C_B2_G2	57C_B2_S	57C_B3_G1	57C_B3_G2	57C_B3_S	sumUniPeps	sumPSMs	countNum
A8MPS7	Carbohydrate deacetylase OS=Homo sapiens OX=9606 GN=YDJC PE=1 SV=1	140.3	149	116.8	170	166.1	161.5	172.80000000000004	163.5	144.7	252.1	253.6	215.8	263.5	303.2	350.8	300.6	297.8	406.7	309.1	363.1	279.6	339.2	367.6	309.6	367	410.4	329.7	263.6	289.6	253.4	334.3	292.1	304.2	345.9	361.2	313.5	178.1	193.2	153.7	211.3	209.4	168.9	235.8	223.8	201.4	154.4	169.9	164.4	170	189.9	206.1	186.3	213.5	205.4	6	9	5
A8MXV4	Acyl-coenzyme A diphosphatase NUDT19 OS=Homo sapiens OX=9606 GN=NUDT19 PE=1 SV=1	214	235.6	184.5	238.19999999999996	221.1	227.69999999999996	251.80000000000004	255.5	208.19999999999996	288.8	345	232.7	354.1	339.6	297.6	334	317.3	261.5	245.69999999999996	296.1	223.5	274.6	279.4	252.69999999999996	284.7	314.4	254.4	254.1	294.7	219	295.7	313.3	245	306.4	291.7	240.2	242.8	304.9	242.4	325.8	324.8	239.7	343.8	326.7	267.4	86.2	96.59999999999998	77	97.2	112.59999999999998	98.5	114.7	123.09999999999998	111.8	5.5	7	5
C9JLW8	Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1	257.6	212.7	164	251	216.8	222.6	242.2	236.4	188	154.9	134.9	109.1	153.7	132.5	132.1	152.6	151	135	846	794.9	715.1	874.2	774.6	645.5	840.8	908.6	614.3	294.3	277.2	239.6	299.9	284.1	239.8	291.1	296.2	225.7	412.8	428.6	337	464	412.9	305.1	519.1	426.5	342.6	651.8	660.8	482.8	685.4	688.9	521.5	657.4	705.6	472.6	4	9.5	4
O00116	Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens OX=9606 GN=AGPS PE=1 SV=1	434.1	348.4	520.5	354.6	322	628.5	354.9	265.8	592.4	792.2	719.3	986.2	732.8999999999999	616.8	1277.4	605	541.6	1218.1	1014.4	859.4	1441.5	819.3	730.6	1723.2	780.9	708.9	1609.7	199.3	161.5	263.5	166.9	146.7	284.3	163.9	143.9	330.4	91.3	93	106.2	85.2	89.90000000000002	105.90000000000002	87.3	92.59999999999998	130.2	39.6	42.7	32	33.1	32	35.3	33.8	33.2	31	8.5	11.5	7.5
O00148	ATP-dependent RNA helicase DDX39A OS=Homo sapiens OX=9606 GN=DDX39A PE=1 SV=2	978.7	1003.5	823.5	1111.9	1090	964.8	1071.3	1053.1	914.1	2086.4	2105.8	1796.3	2172.9	2067.3	2055.1	2129	2005	2366	275.3	310	376.3	303.6	302.5	412.4	302.5	343.9	527	133.9	153.4	200.9	145.7	159.3	230	150.7	188.4	315.3	83.1	105.09999999999998	120.59999999999998	104.8	104.7	117.5	117.3	136.3	177.9	188.2	187.9	241.9	208.8	203.2	262.6	191.6	262.7	354.7	4.5	52	4
O00151	PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4	1802.9000000000003	1993.3	1380.5999999999997	2010.5	1926.7	1733.5	1964.0999999999997	1933.0999999999997	1447.8	2048.1	2318.1	1524.3	2260.2	2204.6	1808.5	2171.1	2229.4	1740.7999999999997	2605	3141.5	2205.1	2901.3	2724.4	2144.6	2756.6	3181.6	2082.1	2758.9	3052.6	2333.3	3035.9	2887.8000000000006	2381.6	2975.1	3090.8000000000006	2189.6	2804.8	3292.8	2553.4	3291	3105.3	2340.9	3472	3126.3	2509.1	2274.4	2450.7	2095	2369.9	2417.8	2216.7	2329.1	2379.2	1749.8	15.5	59	20.5
O00154-4	Isoform 4 of Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7	938.8	1180.2	797.3	1124.4	1164.1	992.7	1120.6	1215.3	858	987.7	1242.8	818	1136.9	1268.5	940.8	1190.7	1230	951.5	1673.1	2364.4	1523.8	2005.8000000000002	2229	1497.1	2012.5999999999997	2615.3	1490	1299.7	1692.8	1208.2	1581	1686.4	1212.3	1595.7	1893.5	1111.3	1404.5	2032.6	1475.7	1922.1	2052.4	1348	2033.5	2160	1396.9	1777.6	2576.6	1801.4	2376.7	2760.7	1865.7	2299	3134.1	1658.4	12	43	15
O00161	Synaptosomal-associated protein 23 OS=Homo sapiens OX=9606 GN=SNAP23 PE=1 SV=1	549.3	604.8	503.8	545.4	557.2	671.9	538.4	581.4	553.9	590.9	715	512.4	673.9	657.3	623	610.8	664.8	611	1273.3	1670.3	1179.5	1462.8	1523.1	1221.4	1377.3	1720.9	1301.7	1722.7	2106	1530	1904.4	1934.5	1609.7	1877.1	2135.7	1565.3	1616.6	2228.3	1622.9	1999.1	2075.1	1660.6	2146.7	2184.5	1752.1	1915.2	2440.1	1754.9	2212.7	2499.8	1929.4	2074.8	2662.1	1755.8	11.5	29	14
O00170	AH receptor-interacting protein OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=3	679.3	723.6	552.6	831.1	765.5	716.5	797.1	797.9	640.7	414.6000000000001	425.5	395.1000000000001	520	489.2	518.3	518.1	505.2	496.7	441	486	485.7	452.2	441.6	528.3	469.4	536.4	576.5	70.5	66	79.1	68.9	81.2	96.1	82.3	76.6	121.2	49.6	59.8	58.2	51.7	61.6	63.5	58.4	70.6	111.8	69	59.6	62.1	64.3	71.4	89	68.9	105.59999999999998	101.09999999999998	6.5	9	5
O00178	GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP1 PE=1 SV=3	158.3	167.1	122.7	174.4	176	154.9	170.5	174.30000000000004	139.7	620.6	668.9	545.6	707.7000000000002	727.5	640.6	717.1	747.7999999999998	665	669.6	723.8	616	704.5	743.3	609.1	751.7	889.1	654.8	320.5	313.4	306.9	349.8	366.4	346.6	337.5	370	367	71.9	89.59999999999998	97.40000000000002	96.5	103.8	93.40000000000002	91.09999999999998	108.40000000000002	130.3	173.19999999999996	170	188.9	178.80000000000004	224.6	232.30000000000004	171.6	202	272.2	9	11.5	7.5
O00193	Small acidic protein OS=Homo sapiens OX=9606 GN=SMAP PE=1 SV=1	1368.3	1629.8	1079.6	1520.4000000000003	1484.5999999999997	1296	1432	1566.3	1181.9	1814.6	2065.6	1314.6	1942.9	1903	1489.9	1888.4	1974.2	1439.6	2411.8	2862.4	1993.1999999999998	2608.9	2555.5	1867.5999999999997	2403.5	2994.4	1845.9000000000003	2793.8	3420.3	2262.5	3028.3	3082.3	2282.9	3244.4	3514.9	1972.5	2401.1	3104.1	1984.5	2718.5	2621.3	1857.4	2866.1	3125.4	1788.1	2460.7	3216.6	2059.2	2916.9	2993.9	2051.7	2779.1	3559.6	1634.1	5	28.5	8
O00203	AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3	1465.3	1488	1251.5	1627.8	1554	1636	1459.8	1652.9000000000003	1405.0999999999997	1586.7	1631.8	1514.1	1717.1	1716.4	1825.9	1617.5	1771.5	1797.1	1357.2	1345	1605.5999999999997	1345	1367.3	1705.7	1331.7	1560.5	1734.3	438.6000000000001	454	497.7	456.3	465	584.4	468.5	495.3999999999999	650.9	188.9	213.4	234.7	218	213.5	227.8	222.4	236.4	329.9	295.9	344.2	327.3	336.4	365.8	358.3	330.1	384.7	522.4	22	29	19
O00217	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS8 PE=1 SV=1	180.9	121.3	180.1	142.5	121.40000000000002	256.3	128.6	109	229.1	159.8	73.8	168.1	92.6	65.2	217.2	74	58.7	245.9	163.9	72.7	229.9	86.7	68.4	274	80.9	59.7	299.1	116.9	64.2	144.4	69.1	61.9	177.5	73.5	64.8	193.4	169.5	139.6	203.69999999999996	135	123.40000000000002	216.9	150.2	147.6	291.8	129.7	123.09999999999998	137.5	106.7	119.7	161.5	121.3	127.40000000000002	226.5	2.5	4	2.5
O00232	26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens OX=9606 GN=PSMD12 PE=1 SV=3	4821.3	5691.9	4060.0999999999995	5598.9	5652.1	4869	5380.9	5881.7	4251	2948.9	3407.4	2351.4	3407.6	3253.4	2730.1	3145.4	3330.3	2741.8	6168.1	7649.200000000001	5490.7	6587.5	6628	5599.6	6525.4	7985.200000000001	5541.6	4046.1	4641.8	3492.2	4112	4419.4	3573.3	4381.5	4881	3365.9	3443	4289.7	3104.4	3727.7	4048.7	2812.6	4138.4	4570.4	3008.2	1854.5	1862.6	1651.7	1534.5	1664.3	1679.5	1570.9	2083.2	1745	22.5	94	33.5
O00233	26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=3	985.4000000000001	1140.8	799.6	1089.6	1060.9	892.2	1067.7	1098.9	762.5	891.5	935.5	639.4	857.7	839.1	722.6	843.2	889.8	649.6	795.7	923.4000000000001	696.8	775.6	725.2	649	759.9	882.8	649.1	1445.2	1649.5	1207.6	1419.6	1412.2	1214.4	1424.5	1577.2	1065.9	1227.6	1482.2	1065.8	1353.2	1333.7	960.8	1358.3	1485.1	932	958	1097.1	811.2000000000002	1046	1045.1	828.1	938.1	1082.4	706	8	23	10
O00244	Copper transport protein ATOX1 OS=Homo sapiens OX=9606 GN=ATOX1 PE=1 SV=1	585.7	706.6	504.6	680.6	690.9	631	662.1	740.9	526	467.5	577.5	378.1000000000001	581.9	569.4	472.5	544.5	576.7	448	712.7	872.2	643.9	846.2	875.8	618.5	822.9	981	633.7	578.4	731	503.5	687.1	721.6	571.2	709.7999999999998	785.1	526.5	605	780	625.2	721.2999999999998	824.7000000000002	602.7	804.9	886	682.3	779.7999999999998	1009.1	753.1	947.5	1057.4	781.5	903.4	1141.8	610.8	4	19.5	6
O00267	Transcription elongation factor SPT5 OS=Homo sapiens OX=9606 GN=SUPT5H PE=1 SV=1	2196.3	2648.5	1891.2	2403.8	2638.8	2554.6	2368.4	2796.7	2177.1	59.8	78.9	51.3	76.3	86.9	58	78	80.2	76.3	2004.2	2379.5	1835.5	2092.1	2276.3	1930.5	2083.2	2705.5	1989.8	549.3	580.4	547.1	564.4	579.5	582	566.8	619.7	676.3	381.19999999999993	443.4	426.80000000000007	408.9	426.30000000000007	435.1	429.6	458.69999999999993	514.2	313	337.9	310.7	276.8	312.8	345.2	302.2	351.8999999999999	401.2	19	36	14
O00273	DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1	535.3	587	418.4	591.7	534.5	504.8	579.8	572	440.5	851.2	942.1	612.8	865.5	841.8	700.3	911.7	870.8	697.1	1252.3	1421.9	1050.2	1369.1	1346.6	1018.1	1411.2	1545.8	1038	1385.9	1573.4	1198.6	1493.5	1558.4	1192	1645.9	1545.3	1058.7	1426.4	1702.5	1269.7	1702.4	1612.8	1208.5	1878.4	1657.7	1174	1095.3	1248.6	1029.9	1257.1	1295.8	1057.6	1221.3	1374.1	855	4	30	10.5
O00303	Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens OX=9606 GN=EIF3F PE=1 SV=1	952.7000000000002	935.2999999999998	850.2999999999998	982	897.5	1030.7	882.4	908.7000000000002	852.6	823.2000000000002	882.4	833.2000000000002	901.2999999999998	852.7999999999998	1047.3	863.7000000000002	847.5	997.2000000000002	854.8	946.7	1142.6	867.3999999999999	829.3	1264.2000000000003	826.6000000000001	925.2	1327.9	495.7	524.8	682.7	496.6	536.9	778.1	485.3	570.1	935.9	269.5	295.3	341	320.7	312.5	343.3	327.5	363.6	496.1	287.6	315.5	336.8	306.8	316.7	424.8	283	375.4	470	9	19	11
O00330	Pyruvate dehydrogenase protein X component, mitochondrial OS=Homo sapiens OX=9606 GN=PDHX PE=1 SV=3	299.3	312.5	252.3	372	332.8	306	335.5	330.4	272.9	883.3	962.4	707.6	989.6	958.7	889.5	1001.3	894.9	884.7	1814.9	2233.7	1651.2	2265.3	2063.8	1756.5	2197.3	2428.2	1780	1345.4	1568.3	1149.4	1673.8	1643.7	1282.2	1681.3	1718.8	1174.3	1576	2011.7000000000003	1532.9	2196	2129.5	1507.8	2262.8	2280.6	1556.5	1710.8	1958.5	1516.9	2177.5	2231.5	1693.7	1947.9	2367.1	1369	15	34	15
O00422	Histone deacetylase complex subunit SAP18 OS=Homo sapiens OX=9606 GN=SAP18 PE=1 SV=1	178.4	190	189.1	201.1	201.6	210.6	188	206	199.6	172.9	149.8	224.80000000000004	142.3	159.1	365.3999999999999	138	153.4	371.3	236.8	230.2	440.8	212.9	220	607.3	204.3	218	703.1	46.4	34.8	66.3	49.6	48	76.8	45.3	41.1	82.2	124.59999999999998	136.9	194.9	108.90000000000002	127.8	256	130.4	132.8	318	189.4	158.6	291.2	146.3	154.5	431.5	146.6	172.4	506.2	4	6	3
O00425	Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens OX=9606 GN=IGF2BP3 PE=1 SV=2	1298.5	1118.2	1296.5	1149.4	1185.8	1594.3	1303.6	1153.8	1608	513.9	516	641.2	524	478.69999999999993	844.7	566.5	507.6	711.3999999999999	431.5	480.2	595.9	469.5	461.7	644.8	442.1	504.1	733.3	267.4	274.8	350	261.8	292.5	388.4	311.1	332	542.2	189.7	224.7	233	201.7	210.5	252.19999999999996	232.89999999999998	245.69999999999996	386.7	175	249.8	200.9	209.7	218	245.6	227.9	275.8	389	12	21	10.5
O00462	Beta-mannosidase OS=Homo sapiens OX=9606 GN=MANBA PE=1 SV=3	474.7	554.7	394.6	554.3	514.6	450.7	511.8	559.4	402.9	753.5	773.8	546.5	770.9	770.9	600.2	728	700.1	607.2	1230.8	1420.3	998.9	1298.1	1209.6	987.3	1234.1	1325.7	972.7	1531.7	1563.6	1189.1	1501	1448	1199.7	1464.8	1461.4	1094.8	1375.1	1575.5	1165.9	1571.4	1525	1065.9	1593.1	1516.3	1094	1120.1	1202.1	949.9	1197.4	1216.6	942.8	1086.6	1198.4	761.8	15.5	29.5	16.5
O00487	26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1	1195.7	1482.0999999999997	1157.6	1504.0999999999997	1546.7	1173.1	1552.9000000000003	1488	1107.2	1640	1911.4	1327.2000000000003	1901.2000000000003	1826.5	1542.1	1830	1790	1433.2000000000003	1811.6	2259.1	1668.5	1989.6	1928.2	1698.2	1914.1	2039.9	1708.3	1782.4	2155.8	1475	1785.8	2043	1568.7	1973.3	1755.7	1423.4	1832.1	2322.2	1460	1978.7	2084.2	1345.5	2046.2	1735.8	1335	772.7	742.9	653.4	637.6	658.7	679.1	652.6	837	740.1	9.5	36	13.5
O00488	Zinc finger protein 593 OS=Homo sapiens OX=9606 GN=ZNF593 PE=1 SV=2	80.3	74.8	88.7	83.6	70.6	112.90000000000002	70.9	72.7	85.3	32.3	31.1	38.1	34.6	28	38.3	26.8	28.1	36.3	184.30000000000004	190	165.6	166.1	151.7	161	167.4	153	123.09999999999998	115.09999999999998	118.2	97	89.8	98.09999999999998	92.2	84.2	77.4	86.09999999999998	271.7	257.4	230.5	215	200.30000000000004	196.1	220.69999999999996	174.69999999999996	169.7	261.1	209.6	239.1	188.19999999999996	209.5	194.9	171.80000000000004	175.6	148.5	3	5	3
O00505	Importin subunit alpha-4 OS=Homo sapiens OX=9606 GN=KPNA3 PE=1 SV=2	782.6	888.5	706.9	870.4	843.1	811.5	811.5	831.9	693	530.8	563.1	496.3	549.7	519	579.3	503.8999999999999	516.6	557.5	954.9	988.8	1006	937.6	963.2	1063.6	950.5	1043.9	1136.9	484.5	511	563.7	526.4	568.6	605.9	508.5	509.7	623.6	626.7	762.6	723.6	705.7	713.4	723.1	741.8	708.9	828.7	95.3	104.2	112.4	94.1	108.3	145.5	95.1	125.8	195.3	6.5	22.5	6.5
O00541	Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1	247.2	320	417.5	311.5	354	589	285.4	390.6	496.4	169.4	171.7	319.6	160.4	185.3	575.5	160.2	197.8	513.8	275.7	326	445.1000000000001	288.7	268.6	562.1	281.6	315.8	537.8	137	151.5	210.6	120.2	152.8	304.1	127.59999999999998	160.1	365.5	105.90000000000002	135.5	181.4	101	127.59999999999998	266	122.7	136.9	307.5	66.3	89.8	93.7	69.7	81.3	114.6	75.8	84.8	168.6	5.5	6	4.5
O00566	U3 small nucleolar ribonucleoprotein protein MPP10 OS=Homo sapiens OX=9606 GN=MPHOSPH10 PE=1 SV=2	172.9	160.4	204.5	149.9	150.5	279.8	140.9	144.1	256.1	543.9	431.8	723.5	504.1	385.8	1076.6	397.8	337.3	903.9	711.7	441	1117.5	430.4	418.6	1222.5	427.4	369.7	1291.9	501.6	267.2	697.4	277.9	284.4	851.2	271.9	253.5	849.7	258.9	177.2	492.5	171.5	158.6	528	165.8	127.4	594.6	444.5	233.8	673	205.2	206	732.5	203.7	209.3	689.4	7	9.5	7
O00571	ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3	2041.6000000000001	1862.6000000000001	2587.3	1865.5	1888.8999999999999	3480.7000000000003	1809	2048.5	2833.1	1077	1197.9	1510	1190	1224.3	1830.2	1214.9	1256.9	1667.8	787.1	963	1184	885.9	931.2	1250.9	873.3	1023.9	1335.6	578.6	635.3	691.8	572.9	641.2	771.8	635.1000000000001	739.3999999999999	949.6000000000001	314.3	360.3	367.3	369.2	356	347	380	380.1	494.1	332.1	369.5	328.4	342	354.9	384.8	334.8	399.2	475.7	18.5	30	15
O00584	Ribonuclease T2 OS=Homo sapiens OX=9606 GN=RNASET2 PE=1 SV=2	381.7	379.1000000000001	282.6	390.3999999999999	372.7	341.8	461.5	403.1000000000001	351.7	555.6	559.8	360	560.9	567.5	464	678	633.5	549.5	789.3	892.2	616	872.7	791.1	642.4	990.5999999999999	981.7000000000002	699.5	1015.3	1028.9	770.3	1045.1	1009	814	1254.5	1141.3	786.8	1162.1	1254.6	971.3999999999999	1292.2000000000003	1272.7999999999997	920.3999999999999	1670.5	1489.5	1067.5	980.1	984.7	763.5	1042.2	1056.3	845.6	1072	1171.4	707.7	9	17.5	9.5
O00625	Pirin OS=Homo sapiens OX=9606 GN=PIR PE=1 SV=1	233.4	290.7	183.4	310.8	300.3	255	251.3	288.3	204.8	252.7	293.8	209.2	317.6	309.4	265.4	278.5	284	240.4	376	474.6	353.7	463.8	477.1	362.2	375	455.9	324.2	367.8	459.5	347.1000000000001	480.7	476.3999999999999	368.6000000000001	379.5	432.8	304.9	53.4	63.2	43.1	67.6	75.4	41	61.6	67.9	49.2	145.7	190.7	133.3	180	205.6	143.9	161.6	184.6	146.3	5.5	9.5	4.5
O00629	Importin subunit alpha-3 OS=Homo sapiens OX=9606 GN=KPNA4 PE=1 SV=1	998.2	1131.4	961.5	1096.5	1145.7	1156.7	1118.2	1149.9	1018.5	1249.7	1383.1	1170.8	1338.5	1345.5	1344.8	1313.6	1332.2	1350.5	1424.1	1521.2	1503.9	1470.2	1467.2	1509.1	1423.7	1671.8	1632.6	1447.9	1523.8	1480.7	1491.3	1564.1	1553.3	1513.9	1505.9	1577.8	582.9	707.8	667.4	627.2	710	656.4	720.3	713.7	773.6	323.9	365.7	373.6	359.7	371.8	449	362	419.8	520.3	8	32	10.5
O00716	Transcription factor E2F3 OS=Homo sapiens OX=9606 GN=E2F3 PE=1 SV=1	40.2	44.6	32.9	48.5	48.3	53.7	36.9	39.8	42.8	195.2	164	140.3	148.8	142.3	167.4	162.4	181.9	179.2	430.2	380.7	405.5	358.5	373.3	428.2	440	491.7	468.6	197.5	151.2	210.2	157.1	145.8	254.5	170	164.6	268.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.9	37	49.2	37.2	48.2	51.5	41.4	42.6	53.3	2	3	2
